,codigo,inf_mortality,life_ex,locale,locale_type,year,MHDI,MHDI_income,MHDI_life_ex,MHDI_education,education,income
14409,,11.60,75.86,Coronel Domingos Soares (PR),,2010,0.759,0.746,0.848,0.692,11.31,828.19
14410,,16.30,72.49,Coronel Vivida (PR),,2010,0.600,0.609,0.792,0.447,9.64,353.16
14411,,15.60,73.58,Corumbataí do Sul (PR),,2010,0.723,0.714,0.810,0.653,10.88,679.98
14412,,16.50,72.38,Cruzeiro do Iguaçu (PR),,2010,0.638,0.632,0.790,0.520,8.50,409.02
14413,,16.20,72.54,Cruzeiro do Oeste (PR),,2010,0.709,0.703,0.792,0.641,11.26,636.10
14414,,13.40,74.50,Cruzeiro do Sul (PR),,2010,0.717,0.698,0.825,0.640,11.01,617.44
14415,,13.20,74.65,Cruz Machado (PR),,2010,0.713,0.682,0.828,0.641,10.78,558.90
14416,,11.80,75.67,Cruzmaltina (PR),,2010,0.664,0.635,0.845,0.545,9.85,414.98
14417,,19.90,71.05,Curitiba (PR),,2010,0.666,0.650,0.768,0.593,11.19,456.21
14418,,11.91,76.30,Curiúva (PR),,2010,0.823,0.850,0.855,0.768,10.95,1581.04
14419,,16.00,72.70,Diamante D'Oeste (PR),,2010,0.656,0.649,0.795,0.546,10.95,455.24
14420,,19.00,71.57,Diamante do Norte (PR),,2010,0.644,0.647,0.776,0.532,10.21,447.57
14421,,13.40,74.46,Diamante do Sul (PR),,2010,0.723,0.699,0.824,0.657,11.50,619.39
14422,,17.70,71.62,Dois Vizinhos (PR),,2010,0.608,0.605,0.777,0.479,10.51,344.73
14423,,11.40,76.00,Douradina (PR),,2010,0.767,0.747,0.850,0.711,11.06,836.10
14424,,14.00,74.07,Doutor Camargo (PR),,2010,0.724,0.721,0.818,0.644,11.46,708.51
14425,,12.30,75.34,Doutor Ulysses (PR),,2010,0.746,0.704,0.839,0.702,11.70,639.19
14426,,16.40,72.45,Enéas Marques (PR),,2010,0.546,0.570,0.791,0.362,7.91,277.33
14427,,12.60,75.09,Engenheiro Beltrão (PR),,2010,0.752,0.767,0.835,0.664,12.57,948.70
14428,,13.80,74.21,Entre Rios do Oeste (PR),,2010,0.730,0.701,0.820,0.677,9.92,629.05
14429,,13.30,74.55,Esperança Nova (PR),,2010,0.761,0.778,0.826,0.686,11.65,1013.75
14430,,16.70,72.94,Espigão Alto do Iguaçu (PR),,2010,0.689,0.690,0.799,0.594,11.55,584.46
14431,,18.40,71.86,Farol (PR),,2010,0.636,0.632,0.781,0.521,10.37,409.12
14432,,13.90,74.10,Faxinal (PR),,2010,0.715,0.671,0.818,0.665,10.79,521.09
14433,,17.00,72.75,Fazenda Rio Grande (PR),,2010,0.687,0.697,0.796,0.584,9.42,612.79
14434,,11.60,75.84,Fênix (PR),,2010,0.720,0.713,0.847,0.617,9.45,677.31
14435,,13.40,74.51,Fernandes Pinheiro (PR),,2010,0.716,0.669,0.825,0.665,10.94,514.41
14436,,17.40,72.48,Figueira (PR),,2010,0.645,0.647,0.791,0.525,10.16,446.98
14437,,16.50,73.05,Floraí (PR),,2010,0.677,0.680,0.801,0.569,10.72,551.93
14438,,11.20,76.15,Flor da Serra do Sul (PR),,2010,0.745,0.739,0.853,0.656,10.61,792.48
14439,,12.70,74.97,Floresta (PR),,2010,0.682,0.680,0.833,0.560,10.89,549.70
14440,,14.20,73.93,Florestópolis (PR),,2010,0.736,0.707,0.816,0.691,10.46,649.71
14441,,14.90,73.44,Flórida (PR),,2010,0.701,0.682,0.807,0.625,10.32,555.82
14442,,15.10,73.96,Formosa do Oeste (PR),,2010,0.732,0.707,0.816,0.679,11.14,652.52
14443,,12.50,75.17,Foz do Iguaçu (PR),,2010,0.723,0.692,0.836,0.652,10.72,593.44
14444,,10.83,76.46,Foz do Jordão (PR),,2010,0.751,0.748,0.858,0.661,10.09,842.26
14445,,13.10,74.70,Francisco Alves (PR),,2010,0.645,0.654,0.828,0.496,9.26,467.65
14446,,17.90,72.16,Francisco Beltrão (PR),,2010,0.669,0.669,0.786,0.570,10.58,512.87
14447,,11.70,75.65,General Carneiro (PR),,2010,0.774,0.758,0.844,0.726,11.26,895.36
14448,,14.20,73.95,Godoy Moreira (PR),,2010,0.652,0.638,0.816,0.532,9.71,423.27
14449,,13.20,74.66,Goioerê (PR),,2010,0.675,0.642,0.828,0.578,12.83,434.45
14450,,11.50,75.97,Goioxim (PR),,2010,0.731,0.720,0.850,0.639,10.88,707.58
14451,,14.40,73.75,Grandes Rios (PR),,2010,0.641,0.593,0.813,0.547,11.29,320.16
14452,,15.70,72.92,Guaíra (PR),,2010,0.658,0.649,0.799,0.550,10.80,455.19
14453,,12.50,75.17,Guairaçá (PR),,2010,0.724,0.739,0.836,0.615,10.71,795.84
14454,,13.10,74.74,Guamiranga (PR),,2010,0.693,0.698,0.829,0.574,9.57,614.06
14455,,15.20,73.26,Guapirama (PR),,2010,0.669,0.657,0.804,0.568,10.30,478.34
14456,,15.10,73.32,Guaporema (PR),,2010,0.702,0.666,0.805,0.645,10.07,505.91
14457,,14.80,73.47,Guaraci (PR),,2010,0.719,0.686,0.808,0.671,11.40,572.72
14458,,13.70,74.27,Guaraniaçu (PR),,2010,0.698,0.693,0.821,0.598,10.89,595.93
14459,,12.10,75.44,Guarapuava (PR),,2010,0.677,0.698,0.841,0.528,10.93,614.94
14460,,10.04,76.20,Guaraqueçaba (PR),,2010,0.731,0.730,0.853,0.628,10.50,750.09
14461,,16.20,72.54,Guaratuba (PR),,2010,0.587,0.587,0.792,0.434,9.00,307.80
14462,,13.20,74.66,Honório Serpa (PR),,2010,0.717,0.737,0.828,0.604,9.12,782.92
14463,,14.90,73.44,Ibaiti (PR),,2010,0.683,0.645,0.807,0.612,9.71,443.83
14464,,14.40,73.77,Ibema (PR),,2010,0.710,0.738,0.813,0.596,10.37,787.74
14465,,17.90,72.16,Ibiporã (PR),,2010,0.685,0.664,0.786,0.615,10.91,499.24
14466,,14.60,74.26,Icaraíma (PR),,2010,0.726,0.720,0.821,0.647,9.77,706.25
14467,,16.30,72.51,Iguaraçu (PR),,2010,0.666,0.673,0.792,0.554,9.83,525.92
14468,,12.80,74.95,Iguatu (PR),,2010,0.758,0.714,0.833,0.732,10.29,678.32
14469,,14.50,73.74,Imbaú (PR),,2010,0.703,0.672,0.812,0.637,11.85,523.94
14470,,16.90,72.12,Imbituva (PR),,2010,0.622,0.636,0.785,0.481,9.24,418.52
14471,,13.20,74.66,Inácio Martins (PR),,2010,0.660,0.681,0.828,0.509,9.63,553.65
14472,,18.90,70.91,Inajá (PR),,2010,0.600,0.623,0.765,0.454,8.63,385.92
14473,,14.90,73.44,Indianópolis (PR),,2010,0.705,0.676,0.807,0.641,10.84,538.69
14474,,12.60,75.10,Ipiranga (PR),,2010,0.724,0.707,0.835,0.642,11.26,652.36
14475,,13.20,74.66,Iporã (PR),,2010,0.652,0.684,0.828,0.489,9.91,564.83
14476,,13.00,74.75,Iracema do Oeste (PR),,2010,0.706,0.696,0.829,0.611,10.81,608.93
14477,,12.50,75.14,Irati (PR),,2010,0.707,0.672,0.836,0.630,11.32,524.51
14478,,13.40,75.11,Iretama (PR),,2010,0.726,0.715,0.835,0.640,10.51,685.81
14479,,14.60,73.67,Itaguajé (PR),,2010,0.665,0.696,0.811,0.521,10.55,608.11
14480,,17.50,72.43,Itaipulândia (PR),,2010,0.707,0.672,0.791,0.664,10.45,523.98
14481,,11.60,75.87,Itambaracá (PR),,2010,0.738,0.779,0.848,0.608,10.80,1019.87
14482,,16.60,72.34,Itambé (PR),,2010,0.694,0.664,0.789,0.639,10.30,499.63
14483,,11.10,76.26,Itapejara D'Oeste (PR),,2010,0.746,0.691,0.854,0.703,10.86,588.49
14484,,13.20,74.67,Itaperuçu (PR),,2010,0.731,0.713,0.828,0.661,10.61,674.12
14485,,17.50,71.72,Itaúna do Sul (PR),,2010,0.637,0.654,0.779,0.507,8.52,468.04
14486,,15.70,72.89,Ivaí (PR),,2010,0.656,0.651,0.798,0.543,9.10,460.51
14487,,17.40,72.48,Ivaiporã (PR),,2010,0.651,0.654,0.791,0.534,10.29,469.13
14488,,13.20,74.63,Ivaté (PR),,2010,0.730,0.711,0.827,0.661,10.84,666.73
14489,,16.20,73.20,Ivatuba (PR),,2010,0.706,0.684,0.803,0.641,10.44,563.82
14490,,12.40,75.20,Jaboti (PR),,2010,0.766,0.718,0.837,0.748,11.22,699.09
14491,,13.20,74.61,Jacarezinho (PR),,2010,0.718,0.699,0.827,0.640,11.69,618.60
14492,,11.90,75.61,Jaguapitã (PR),,2010,0.743,0.734,0.844,0.663,9.85,770.55
14493,,12.70,75.03,Jaguariaíva (PR),,2010,0.715,0.714,0.834,0.615,10.11,681.75
14494,,10.80,76.54,Jandaia do Sul (PR),,2010,0.743,0.698,0.859,0.684,10.41,616.79
14495,,15.50,73.04,Janiópolis (PR),,2010,0.747,0.741,0.801,0.703,11.47,803.28
14496,,13.30,74.58,Japira (PR),,2010,0.696,0.688,0.826,0.593,10.01,577.55
14497,,13.20,74.61,Japurá (PR),,2010,0.696,0.675,0.827,0.603,11.77,534.19
14498,,13.90,74.75,Jardim Alegre (PR),,2010,0.712,0.698,0.829,0.623,10.40,615.19
14499,,13.20,74.63,Jardim Olinda (PR),,2010,0.689,0.696,0.827,0.569,11.24,608.16
14500,,17.50,72.43,Jataizinho (PR),,2010,0.682,0.669,0.791,0.600,12.20,515.05
14501,,11.80,75.70,Jesuítas (PR),,2010,0.687,0.669,0.845,0.574,9.95,514.94
14502,,12.30,75.31,Joaquim Távora (PR),,2010,0.705,0.680,0.839,0.615,10.37,551.65
14503,,15.50,73.04,Jundiaí do Sul (PR),,2010,0.700,0.699,0.801,0.613,10.34,618.36
14504,,14.00,74.03,Juranda (PR),,2010,0.688,0.660,0.817,0.605,11.81,485.95
14505,,14.00,74.08,Jussara (PR),,2010,0.708,0.678,0.818,0.639,11.14,544.87
14506,,12.60,75.12,Kaloré (PR),,2010,0.718,0.716,0.835,0.619,12.28,688.10
14507,,11.50,75.90,Lapa (PR),,2010,0.721,0.673,0.848,0.657,11.48,528.02
14508,,11.60,75.90,Laranjal (PR),,2010,0.706,0.696,0.848,0.595,10.53,608.60
14509,,16.50,72.37,Laranjeiras do Sul (PR),,2010,0.585,0.581,0.790,0.436,9.95,297.34
14510,,12.60,75.11,Leópolis (PR),,2010,0.706,0.709,0.835,0.594,9.62,659.33
14511,,14.50,73.69,Lidianópolis (PR),,2010,0.707,0.657,0.812,0.663,11.12,477.23
14512,,16.40,73.13,Lindoeste (PR),,2010,0.680,0.657,0.802,0.598,9.83,477.52
14513,,19.70,71.12,Loanda (PR),,2010,0.666,0.652,0.769,0.588,10.69,462.44
14514,,14.20,73.88,Lobato (PR),,2010,0.725,0.724,0.815,0.645,10.62,725.67
14515,,12.10,75.45,Londrina (PR),,2010,0.744,0.708,0.841,0.692,8.41,653.70
14516,,11.73,75.19,Luiziana (PR),,2010,0.778,0.789,0.837,0.712,10.35,1083.35
14517,,18.40,71.86,Lunardelli (PR),,2010,0.668,0.659,0.781,0.580,9.71,482.03
14518,,13.30,74.57,Lupionópolis (PR),,2010,0.690,0.655,0.826,0.607,10.19,471.99
14519,,11.00,76.38,Mallet (PR),,2010,0.710,0.703,0.856,0.595,8.57,636.69
14520,,14.70,73.54,Mamborê (PR),,2010,0.708,0.681,0.809,0.645,11.07,552.86
14521,,13.70,74.24,Mandaguaçu (PR),,2010,0.719,0.698,0.821,0.649,10.65,616.46
14522,,13.40,74.47,Mandaguari (PR),,2010,0.718,0.717,0.825,0.625,9.86,693.16
14523,,12.20,75.39,Mandirituba (PR),,2010,0.751,0.732,0.840,0.689,11.09,762.54
14524,,14.90,73.42,Manfrinópolis (PR),,2010,0.655,0.677,0.807,0.515,9.95,539.68
14525,,15.10,73.31,Mangueirinha (PR),,2010,0.645,0.642,0.805,0.520,9.94,435.85
14526,,14.60,73.67,Manoel Ribas (PR),,2010,0.688,0.695,0.811,0.579,10.41,605.97
14527,,15.00,73.36,Marechal Cândido Rondon (PR),,2010,0.716,0.725,0.806,0.628,11.28,729.51
14528,,12.38,75.51,Maria Helena (PR),,2010,0.774,0.782,0.842,0.704,11.04,1036.38
14529,,12.00,75.52,Marialva (PR),,2010,0.703,0.680,0.842,0.607,10.61,552.13
14530,,14.30,73.84,Marilândia do Sul (PR),,2010,0.735,0.733,0.814,0.666,10.80,765.58
14531,,12.90,74.88,Marilena (PR),,2010,0.691,0.664,0.831,0.599,10.28,497.15
14532,,13.10,74.69,Mariluz (PR),,2010,0.681,0.651,0.828,0.585,11.18,461.09
14533,,17.10,72.65,Maringá (PR),,2010,0.639,0.653,0.794,0.504,10.05,466.87
14534,,11.05,76.10,Mariópolis (PR),,2010,0.808,0.806,0.852,0.768,11.37,1202.63
14535,,15.20,73.24,Maripá (PR),,2010,0.698,0.717,0.804,0.591,10.73,694.06
14536,,10.20,76.97,Marmeleiro (PR),,2010,0.758,0.736,0.866,0.684,11.15,781.94
14537,,12.00,75.50,Marquinho (PR),,2010,0.722,0.730,0.842,0.613,9.55,751.42
14538,,14.30,73.83,Marumbi (PR),,2010,0.614,0.615,0.814,0.463,11.02,366.30
14539,,14.20,74.54,Matelândia (PR),,2010,0.721,0.705,0.826,0.643,10.35,642.72
14540,,12.90,74.85,Matinhos (PR),,2010,0.725,0.715,0.831,0.642,10.50,683.91
14541,,12.70,75.04,Mato Rico (PR),,2010,0.743,0.743,0.834,0.662,10.79,814.03
14542,,14.50,73.73,Mauá da Serra (PR),,2010,0.632,0.580,0.812,0.536,10.41,296.21
14543,,16.20,72.56,Medianeira (PR),,2010,0.652,0.661,0.793,0.529,9.99,487.69
14544,,11.50,75.96,Mercedes (PR),,2010,0.763,0.762,0.849,0.686,10.71,914.67
14545,,12.00,75.57,Mirador (PR),,2010,0.740,0.708,0.843,0.680,11.85,657.38
14546,,15.60,72.99,Miraselva (PR),,2010,0.680,0.656,0.800,0.599,11.21,474.75
14547,,11.10,76.23,Missal (PR),,2010,0.748,0.694,0.854,0.707,11.63,600.03
14548,,14.00,74.66,Moreira Sales (PR),,2010,0.711,0.714,0.828,0.608,10.63,678.96
14549,,16.40,73.12,Morretes (PR),,2010,0.675,0.673,0.802,0.570,10.92,528.33
14550,,12.40,75.22,Munhoz de Melo (PR),,2010,0.686,0.710,0.837,0.544,8.59,665.51
14551,,11.00,76.34,Nossa Senhora das Graças (PR),,2010,0.726,0.704,0.856,0.634,11.17,637.77
14552,,12.80,74.94,Nova Aliança do Ivaí (PR),,2010,0.709,0.679,0.832,0.631,9.69,547.55
14553,,17.10,72.64,Nova América da Colina (PR),,2010,0.717,0.673,0.794,0.691,11.00,528.26
14554,,14.80,73.53,Nova Aurora (PR),,2010,0.698,0.655,0.809,0.643,11.87,472.29
14555,,11.80,75.66,Nova Cantu (PR),,2010,0.733,0.726,0.844,0.642,11.20,734.83
14556,,16.30,72.49,Nova Esperança (PR),,2010,0.658,0.646,0.792,0.558,10.45,446.81
14557,,13.10,74.72,Nova Esperança do Sudoeste (PR),,2010,0.722,0.723,0.829,0.628,9.45,719.26
14558,,15.10,73.28,Nova Fátima (PR),,2010,0.714,0.714,0.805,0.633,11.64,678.29
14559,,13.90,74.15,Nova Laranjeiras (PR),,2010,0.688,0.681,0.819,0.584,11.31,555.20
14560,,12.80,74.96,Nova Londrina (PR),,2010,0.642,0.614,0.833,0.517,9.98,366.26
14561,,11.00,76.36,Nova Olímpia (PR),,2010,0.758,0.735,0.856,0.691,11.80,777.47
14562,,15.30,73.80,Nova Prata do Iguaçu (PR),,2010,0.710,0.699,0.813,0.631,10.42,619.47
14563,,16.80,72.89,Nova Santa Bárbara (PR),,2010,0.716,0.711,0.798,0.646,11.21,668.06
14564,,15.70,72.91,Nova Santa Rosa (PR),,2010,0.680,0.668,0.799,0.588,10.39,511.42
14565,,14.80,73.52,Nova Tebas (PR),,2010,0.731,0.732,0.809,0.660,11.10,758.84
14566,,16.70,72.27,Novo Itacolomi (PR),,2010,0.651,0.632,0.788,0.553,10.51,408.22
14567,,12.90,74.88,Ortigueira (PR),,2010,0.710,0.681,0.831,0.633,9.83,553.56
14568,,14.60,73.63,Ourizona (PR),,2010,0.609,0.632,0.811,0.441,8.68,408.86
14569,,15.20,73.20,Ouro Verde do Oeste (PR),,2010,0.720,0.721,0.803,0.644,10.98,709.99
14570,,14.00,74.02,Paiçandu (PR),,2010,0.709,0.688,0.817,0.634,10.19,578.86
14571,,12.70,75.00,Palmas (PR),,2010,0.716,0.697,0.833,0.632,10.33,610.64
14572,,13.30,74.59,Palmeira (PR),,2010,0.660,0.687,0.827,0.505,8.23,575.55
14573,,13.30,74.56,Palmital (PR),,2010,0.718,0.725,0.826,0.618,10.66,729.05
14574,,17.40,72.48,Palotina (PR),,2010,0.639,0.647,0.791,0.511,9.39,447.15
14575,,10.40,76.85,Paraíso do Norte (PR),,2010,0.768,0.760,0.864,0.689,10.56,904.85
14576,,14.30,74.50,Paranacity (PR),,2010,0.746,0.752,0.825,0.668,10.29,864.18
14577,,12.20,75.36,Paranaguá (PR),,2010,0.717,0.689,0.839,0.638,10.39,582.06
14578,,10.81,76.12,Paranapoema (PR),,2010,0.750,0.733,0.852,0.676,10.87,765.85
14579,,12.60,75.06,Paranavaí (PR),,2010,0.709,0.680,0.834,0.629,9.70,549.69
14580,,11.90,75.62,Pato Bragado (PR),,2010,0.763,0.750,0.844,0.703,11.34,852.66
14581,,14.90,73.42,Pato Branco (PR),,2010,0.747,0.745,0.807,0.694,10.46,824.97
14582,,11.80,75.72,Paula Freitas (PR),,2010,0.782,0.778,0.845,0.728,11.22,1013.22
14583,,11.70,75.79,Paulo Frontin (PR),,2010,0.717,0.699,0.847,0.622,12.03,621.46
14584,,15.00,73.34,Peabiru (PR),,2010,0.708,0.688,0.806,0.639,10.26,579.76
14585,,13.30,74.56,Perobal (PR),,2010,0.723,0.727,0.826,0.629,9.69,737.63
14586,,13.00,74.78,Pérola (PR),,2010,0.713,0.684,0.830,0.638,11.39,565.43
14587,,15.20,73.25,Pérola D'Oeste (PR),,2010,0.700,0.704,0.804,0.607,9.91,637.59
14588,,15.70,73.55,Piên (PR),,2010,0.726,0.697,0.809,0.679,12.03,613.32
14589,,15.40,73.11,Pinhais (PR),,2010,0.694,0.677,0.802,0.616,9.74,541.67
14590,,14.66,75.15,Pinhalão (PR),,2010,0.751,0.761,0.836,0.666,10.42,911.51
14591,,14.00,74.68,Pinhal de São Bento (PR),,2010,0.697,0.679,0.828,0.601,10.02,545.95
14592,,15.40,73.08,Pinhão (PR),,2010,0.695,0.669,0.801,0.626,10.51,514.89
14593,,15.00,73.36,Piraí do Sul (PR),,2010,0.654,0.649,0.806,0.534,9.54,454.31
14594,,14.20,73.94,Piraquara (PR),,2010,0.708,0.702,0.816,0.619,8.48,631.84
14595,,9.29,77.15,Pitanga (PR),,2010,0.700,0.689,0.869,0.574,8.99,581.74
14596,,15.40,73.09,Pitangueiras (PR),,2010,0.702,0.696,0.802,0.621,10.11,609.77
14597,,12.00,75.52,Planaltina do Paraná (PR),,2010,0.710,0.670,0.842,0.634,11.91,518.34
14598,,17.10,72.70,Planalto (PR),,2010,0.705,0.682,0.795,0.646,11.97,556.04
14599,,17.90,72.16,Ponta Grossa (PR),,2010,0.706,0.704,0.786,0.636,10.41,641.16
14600,,12.19,75.22,Pontal do Paraná (PR),,2010,0.763,0.755,0.837,0.703,10.34,877.10
14601,,12.90,74.87,Porecatu (PR),,2010,0.738,0.737,0.831,0.655,10.64,782.87
14602,,12.60,75.05,Porto Amazonas (PR),,2010,0.738,0.728,0.834,0.661,9.53,742.25
14603,,15.20,73.87,Porto Barreiro (PR),,2010,0.700,0.708,0.815,0.595,10.42,655.76
14604,,13.70,74.27,Porto Rico (PR),,2010,0.688,0.676,0.821,0.588,11.10,535.40
14605,,11.70,75.76,Porto Vitória (PR),,2010,0.735,0.691,0.846,0.680,11.84,590.58
14606,,16.90,72.78,Prado Ferreira (PR),,2010,0.685,0.674,0.796,0.600,10.70,531.11
14607,,11.30,76.12,Pranchita (PR),,2010,0.710,0.707,0.852,0.593,10.17,652.38
14608,,14.70,74.24,Presidente Castelo Branco (PR),,2010,0.752,0.743,0.821,0.696,12.59,815.60
14609,,10.90,76.41,Primeiro de Maio (PR),,2010,0.713,0.695,0.857,0.608,10.36,603.83
14610,,13.30,74.54,Prudentópolis (PR),,2010,0.701,0.695,0.826,0.599,10.04,604.96
14611,,15.00,73.40,Quarto Centenário (PR),,2010,0.676,0.664,0.807,0.577,10.27,497.84
14612,,13.90,74.11,Quatiguá (PR),,2010,0.710,0.724,0.819,0.603,10.07,723.41
14613,,15.20,73.20,Quatro Barras (PR),,2010,0.714,0.691,0.803,0.655,10.08,590.85
14614,,12.90,74.87,Quatro Pontes (PR),,2010,0.742,0.740,0.831,0.665,9.35,800.40
14615,,12.30,75.30,Quedas do Iguaçu (PR),,2010,0.791,0.790,0.838,0.748,12.14,1093.43
14616,,17.10,72.65,Querência do Norte (PR),,2010,0.681,0.690,0.794,0.576,8.76,586.88
14617,,14.80,73.48,Quinta do Sol (PR),,2010,0.688,0.667,0.808,0.604,11.43,509.13
14618,,12.00,75.51,Quitandinha (PR),,2010,0.715,0.689,0.842,0.631,8.90,583.64
14619,,15.00,73.37,Ramilândia (PR),,2010,0.680,0.648,0.806,0.603,10.07,452.08
14620,,15.40,73.11,Rancho Alegre (PR),,2010,0.630,0.639,0.802,0.489,8.58,426.70
14621,,14.80,73.50,Rancho Alegre D'Oeste (PR),,2010,0.707,0.691,0.808,0.633,11.91,590.51
14622,,12.90,74.86,Realeza (PR),,2010,0.704,0.673,0.831,0.625,10.91,528.21
14623,,13.00,74.82,Rebouças (PR),,2010,0.722,0.720,0.830,0.630,10.87,704.94
14624,,14.30,73.82,Renascença (PR),,2010,0.672,0.647,0.814,0.576,11.60,449.27
14625,,12.40,75.25,Reserva (PR),,2010,0.733,0.746,0.838,0.630,10.56,831.49
14626,,16.90,72.13,Reserva do Iguaçu (PR),,2010,0.618,0.650,0.786,0.461,8.38,457.88
14627,,13.80,74.21,Ribeirão Claro (PR),,2010,0.648,0.636,0.820,0.521,10.53,419.62
14628,,12.80,74.92,Ribeirão do Pinhal (PR),,2010,0.716,0.704,0.832,0.627,10.48,639.91
14629,,13.50,74.43,Rio Azul (PR),,2010,0.701,0.684,0.824,0.611,11.07,563.87
14630,,13.90,74.14,Rio Bom (PR),,2010,0.687,0.728,0.819,0.544,10.22,740.31
14631,,11.50,75.90,Rio Bonito do Iguaçu (PR),,2010,0.729,0.672,0.848,0.681,11.38,524.89
14632,,16.30,72.49,Rio Branco do Ivaí (PR),,2010,0.629,0.631,0.792,0.498,9.01,405.76
14633,,17.10,71.96,Rio Branco do Sul (PR),,2010,0.640,0.624,0.783,0.537,10.58,387.85
14634,,11.60,75.84,Rio Negro (PR),,2010,0.679,0.679,0.847,0.545,8.84,548.80
14635,,10.50,76.75,Rolândia (PR),,2010,0.760,0.721,0.863,0.705,10.32,709.13
14636,,13.70,74.27,Roncador (PR),,2010,0.739,0.744,0.821,0.661,10.01,819.52
14637,,16.80,72.84,Rondon (PR),,2010,0.681,0.665,0.797,0.595,10.21,500.36
14638,,14.70,74.22,Rosário do Ivaí (PR),,2010,0.713,0.724,0.820,0.610,9.50,724.58
14639,,16.70,72.27,Sabáudia (PR),,2010,0.662,0.638,0.788,0.577,12.06,422.97
14640,,11.90,75.60,Salgado Filho (PR),,2010,0.740,0.710,0.843,0.676,10.89,663.20
14641,,12.90,74.83,Salto do Itararé (PR),,2010,0.700,0.682,0.831,0.604,12.16,557.15
14642,,12.50,75.15,Salto do Lontra (PR),,2010,0.704,0.661,0.836,0.631,11.54,490.56
14643,,12.20,75.36,Santa Amélia (PR),,2010,0.718,0.707,0.839,0.625,10.18,650.57
14644,,14.70,73.55,Santa Cecília do Pavão (PR),,2010,0.653,0.655,0.809,0.526,11.15,470.75
14645,,12.30,75.28,Santa Cruz de Monte Castelo (PR),,2010,0.723,0.681,0.838,0.661,11.69,553.12
14646,,12.90,74.83,Santa Fé (PR),,2010,0.710,0.681,0.831,0.633,11.56,552.67
14647,,15.80,73.50,Santa Helena (PR),,2010,0.705,0.721,0.808,0.601,11.16,709.44
14648,,13.60,74.38,Santa Inês (PR),,2010,0.744,0.738,0.823,0.678,10.89,791.53
14649,,13.20,74.61,Santa Isabel do Ivaí (PR),,2010,0.717,0.675,0.827,0.659,10.31,533.95
14650,,15.00,74.04,Santa Izabel do Oeste (PR),,2010,0.720,0.697,0.817,0.656,9.96,610.69
14651,,13.30,74.57,Santa Lúcia (PR),,2010,0.696,0.677,0.826,0.603,10.69,540.49
14652,,17.00,72.70,Santa Maria do Oeste (PR),,2010,0.687,0.688,0.795,0.592,11.21,578.04
14653,,16.50,72.37,Santa Mariana (PR),,2010,0.609,0.600,0.790,0.477,10.08,334.84
14654,,15.20,73.25,Santa Mônica (PR),,2010,0.700,0.684,0.804,0.624,10.96,564.10
14655,,17.30,72.53,Santana do Itararé (PR),,2010,0.704,0.698,0.792,0.630,11.63,614.27
14656,,11.60,75.87,Santa Tereza do Oeste (PR),,2010,0.687,0.654,0.848,0.585,11.12,467.18
14657,,15.80,73.47,Santa Terezinha de Itaipu (PR),,2010,0.705,0.686,0.808,0.632,10.12,573.27
14658,,14.40,73.81,Santo Antônio da Platina (PR),,2010,0.738,0.716,0.814,0.689,11.73,688.34
14659,,14.00,74.03,Santo Antônio do Caiuá (PR),,2010,0.718,0.733,0.817,0.617,9.54,765.04
14660,,14.70,74.21,Santo Antônio do Paraíso (PR),,2010,0.696,0.650,0.820,0.632,11.30,455.52
14661,,15.30,73.80,Santo Antônio do Sudoeste (PR),,2010,0.716,0.683,0.813,0.662,12.80,561.33
14662,,14.90,73.42,Santo Inácio (PR),,2010,0.671,0.690,0.807,0.543,10.51,585.95
14663,,11.90,75.60,São Carlos do Ivaí (PR),,2010,0.739,0.746,0.843,0.641,10.66,829.40
14664,,13.40,74.52,São Jerônimo da Serra (PR),,2010,0.682,0.703,0.825,0.547,10.05,635.85
14665,,13.60,74.31,São João (PR),,2010,0.637,0.626,0.822,0.503,9.51,393.81
14666,,12.40,75.27,São João do Caiuá (PR),,2010,0.727,0.695,0.838,0.660,11.10,605.55
14667,,18.10,72.08,São João do Ivaí (PR),,2010,0.664,0.678,0.785,0.551,10.36,545.41
14668,,15.20,73.20,São João do Triunfo (PR),,2010,0.693,0.677,0.803,0.611,8.79,540.31
14669,,15.40,73.08,São Jorge D'Oeste (PR),,2010,0.629,0.655,0.801,0.475,9.88,471.43
14670,,14.40,73.75,São Jorge do Ivaí (PR),,2010,0.722,0.705,0.813,0.656,10.18,641.70
14671,,15.60,73.59,São Jorge do Patrocínio (PR),,2010,0.743,0.727,0.810,0.696,11.60,738.42
14672,,14.60,73.62,São José da Boa Vista (PR),,2010,0.676,0.702,0.810,0.543,10.87,630.80
14673,,18.40,71.88,São José das Palmeiras (PR),,2010,0.671,0.651,0.781,0.594,10.02,458.85
14674,,11.90,75.64,São José dos Pinhais (PR),,2010,0.713,0.686,0.844,0.627,10.19,570.26
14675,,10.63,76.53,São Manoel do Paraná (PR),,2010,0.758,0.749,0.859,0.678,9.68,846.93
14676,,14.30,74.50,São Mateus do Sul (PR),,2010,0.725,0.721,0.825,0.640,11.48,710.62
14677,,12.30,75.29,São Miguel do Iguaçu (PR),,2010,0.719,0.711,0.838,0.623,9.61,669.78
14678,,14.00,74.08,São Pedro do Iguaçu (PR),,2010,0.704,0.726,0.818,0.588,9.41,734.88
14679,,15.70,72.89,São Pedro do Ivaí (PR),,2010,0.683,0.687,0.798,0.581,10.54,573.84
