Locality;Locality;"COD IBGE";"Life expectancy at birth (2000)";"Life expectancy at birth (2010)";"Infant mortality (2000)";"Infant mortality (2010)";"MHDI (2000)";"MHDI (2010)";"MHDI Income (2000)";"MHDI Income (2010)";"MHDI Longevity (2000)";"MHDI Longevity (2010)";"MHDI Education (2000)";"MHDI Education (2010)";"Years of study expectancy (2000)";"Years of study expectancy (2010)";"Per capita income (2000)";"Per capita income (2010)"
"Pedreira : Av. Pedro Miranda / Av. Marquês de Herval (Belém , RM Belém)";HDU;--;75,38;79,68;17,70;10,00;0,763;0,852;0,791;0,850;0,840;0,911;0,669;0,798;10,62;11,60;1100,29;1583,24
"Pedreira : Av. Pedro Miranda / Rua Antônio Everdosa (Belém , RM Belém)";HDU;--;70,49;74,48;28,50;18,20;0,623;0,724;0,633;0,690;0,758;0,825;0,503;0,668;9,04;9,43;411,97;587,46
"Pedreira : Canal da Pirajá (Belém , RM Belém)";HDU;--;71,43;76,84;26,20;14,20;0,646;0,774;0,643;0,723;0,774;0,864;0,542;0,743;9,66;10,51;436,34;718,86
"Ponta Grossa : Rodovia Arthur Bernardes (Belém , RM Belém)";HDU;--;73,92;78,09;20,60;12,30;0,724;0,808;0,715;0,763;0,815;0,885;0,650;0,782;10,14;11,43;683,94;920,83
"Ponta Grossa : Tv. Soledade ( Baixada Ponta Grossa ) (Belém , RM Belém)";HDU;--;68,34;73,15;34,20;20,70;0,558;0,699;0,587;0,654;0,722;0,803;0,409;0,651;8,46;9,81;308,88;468,60
"Pratinha : Alto Pinheiros (Belém , RM Belém)";HDU;--;--;80,81;--;8,50;--;0,930;--;0,966;--;0,930;--;0,895;--;12,57;--;3263,79
"Pratinha / Val-de-Cans / São Clemente : Aeroporto / Av. Arthur Bernardes (Belém , RM Belém)";HDU;--;67,57;70,30;36,40;26,70;0,509;0,641;0,554;0,616;0,710;0,755;0,336;0,565;7,19;8,88;250,90;370,59
"Reduto : Av. Marechal Hermes / Tv. Rui Barbosa (Belém , RM Belém)";HDU;--;76,11;80,74;16,30;8,60;0,829;0,907;0,851;0,923;0,852;0,929;0,786;0,869;11,38;12,22;1592,61;2504,78
"Reduto : Rua Tiradentes / Tv. Benjamim Constant (Belém , RM Belém)";HDU;--;77,02;81,08;15,92;8,20;0,883;0,947;0,949;1,000;0,867;0,935;0,836;0,907;11,75;12,43;2928,24;4342,04
"Sacramenta : Av. Pedro Álvares Cabral / Av. Pirajá ( Canal da Pirajá ) (Belém , RM Belém)";HDU;--;69,33;72,93;31,50;21,10;0,591;0,708;0,598;0,649;0,739;0,799;0,467;0,684;8,90;9,39;329,55;453,55
"Sacramenta : Senador Lemos (Belém , RM Belém)";HDU;--;72,35;77,88;24,00;12,60;0,673;0,804;0,669;0,752;0,789;0,881;0,578;0,785;10,10;10,87;515,36;861,40
"São Braz : Av. Governador José Malcher / IAPI (Belém , RM Belém)";HDU;--;75,60;79,97;17,30;9,60;0,790;0,885;0,798;0,872;0,843;0,916;0,734;0,869;11,07;11,99;1150,37;1822,09
"São Braz : Av. Magalhaes Barata (Belém , RM Belém)";HDU;--;76,67;80,81;16,15;8,50;0,860;0,930;0,895;0,966;0,861;0,930;0,824;0,895;11,68;12,57;2095,41;3263,79
"São Braz : Vila Teta (Belém , RM Belém)";HDU;--;76,09;80,74;16,40;8,60;0,818;0,907;0,839;0,923;0,852;0,929;0,766;0,869;10,90;12,22;1479,55;2504,78
"Souza : Área Militar (Belém , RM Belém)";HDU;--;75,60;79,87;17,30;9,80;0,790;0,881;0,798;0,862;0,843;0,915;0,734;0,866;11,07;11,77;1150,37;1709,15
"Souza / Castanheira : Av. Almirante Barroso / Conjunto BASA / Conjunto Costa e Silva (Belém , RM Belém)";HDU;--;75,84;79,87;16,80;9,80;0,780;0,881;0,801;0,862;0,847;0,915;0,700;0,866;10,28;11,77;1166,76;1709,15
"Souza : Conjunto Império Amazônico (Belém , RM Belém)";HDU;--;73,92;77,88;20,60;12,60;0,724;0,804;0,715;0,752;0,815;0,881;0,650;0,785;10,14;10,87;683,94;861,40
"Tapanã (Belém , RM Belém)";HDU;--;67,21;69,90;37,50;27,70;0,509;0,641;0,545;0,609;0,704;0,748;0,343;0,578;7,24;8,80;237,33;353,65
"Tapanã : Canarinho (Belém , RM Belém)";HDU;--;66,44;70,48;39,90;26,30;0,492;0,637;0,535;0,620;0,691;0,758;0,323;0,549;7,57;9,08;223,14;377,86
"Tapanã : Conjunto Cordeiro de Farias / Condomínio Jardim Espanha (Belém , RM Belém)";HDU;--;71,11;76,84;27,00;14,20;0,636;0,774;0,639;0,723;0,769;0,864;0,524;0,743;9,60;10,51;426,12;718,86
"Tapanã : Mata Fome (Belém , RM Belém)";HDU;--;66,44;70,61;39,90;26,00;0,492;0,640;0,535;0,625;0,691;0,760;0,323;0,553;7,57;8,59;223,14;390,70
"Tapanã : Residencial Rio Volga (Belém , RM Belém)";HDU;--;72,41;76,84;23,90;14,20;0,683;0,774;0,679;0,723;0,790;0,864;0,594;0,743;9,43;10,51;548,16;718,86
"Tapanã : Residencial Zoé Gueiros (Belém , RM Belém)";HDU;--;67,91;72,75;35,40;21,50;0,547;0,691;0,570;0,642;0,715;0,796;0,401;0,645;7,71;9,87;277,43;434,51
"Tapanã : Tapajós (Belém , RM Belém)";HDU;--;74,72;78,48;19,00;11,70;0,746;0,817;0,749;0,783;0,829;0,891;0,669;0,783;10,30;11,04;847,28;1045,26
"Telégrafo : Av. Pedro Alvares Cabral / Vila da Barca (Belém , RM Belém)";HDU;--;71,85;76,33;25,20;13,40;0,658;0,763;0,657;0,720;0,781;0,856;0,554;0,721;9,41;10,30;477,81;704,92
"Telégrafo : Av. Senador Lemos / Tv. Djalma Dutra / Rua do Una (Belém , RM Belém)";HDU;--;74,72;78,48;19,00;11,70;0,746;0,817;0,749;0,783;0,829;0,891;0,669;0,783;10,30;11,04;847,28;1045,26
"Tenoné : Bela Manoela I e II (Belém , RM Belém)";HDU;--;71,43;74,87;26,20;17,50;0,646;0,732;0,643;0,701;0,774;0,831;0,542;0,672;9,66;10,36;436,34;628,58
"Tenoné : Fé em Deus (Belém , RM Belém)";HDU;--;69,78;72,09;30,30;22,80;0,608;0,679;0,613;0,645;0,746;0,785;0,491;0,618;9,48;9,75;361,96;443,43
"Tenoné : Residencial João Coelho / Residencial Teotônio Vilela (Belém , RM Belém)";HDU;--;74,88;78,48;18,70;11,70;0,757;0,817;0,755;0,783;0,831;0,891;0,691;0,783;10,29;11,04;875,41;1045,26
"Tenoné : Tenoné I e II (Belém , RM Belém)";HDU;--;68,34;72,75;34,20;21,50;0,558;0,691;0,587;0,642;0,722;0,796;0,409;0,645;8,46;9,87;308,88;434,51
"Tenoné : Vila Nazareno / Vila Roseira (Belém , RM Belém)";HDU;--;75,60;79,87;17,30;9,80;0,790;0,881;0,798;0,862;0,843;0,915;0,734;0,866;11,07;11,77;1150,37;1709,15
"Terra Firme : Av. Celso Malcher (Belém , RM Belém)";HDU;--;72,88;77,88;22,80;12,60;0,667;0,804;0,692;0,752;0,798;0,881;0,537;0,785;9,69;10,87;594,47;861,40
"Terra Firme : Av. Cipriano Santos / Av. Celso Malcher / Av. Perimetral (Belém , RM Belém)";HDU;--;68,47;73,75;33,80;19,50;0,576;0,691;0,590;0,668;0,725;0,813;0,446;0,608;8,77;9,38;314,77;509,42
"Terra Firme : Canal da União (Belém , RM Belém)";HDU;--;67,73;70,48;34,94;26,30;0,532;0,637;0,564;0,620;0,712;0,758;0,375;0,549;7,73;9,08;267,67;377,86
"Umarizal : Av. Bernal do Couto (Belém , RM Belém)";HDU;--;75,60;79,87;17,30;9,80;0,790;0,881;0,798;0,862;0,843;0,915;0,734;0,866;11,07;11,77;1150,37;1709,15
"Umarizal : Doca / Tv. Dom Romualdo Coelho / Rua Cônego Jerônimo Pimentel (Belém , RM Belém)";HDU;--;76,09;80,74;16,40;8,60;0,818;0,907;0,839;0,923;0,852;0,929;0,766;0,869;10,90;12,22;1479,55;2504,78
"Umarizal : Residencial Olimpus (Belém , RM Belém)";HDU;--;76,67;80,74;16,15;8,60;0,860;0,907;0,895;0,923;0,861;0,929;0,824;0,869;11,68;12,22;2095,41;2504,78
"Umarizal : Rua Municipalidade / Tv. Soares Carneiro (Belém , RM Belém)";HDU;--;76,09;79,87;16,40;9,80;0,818;0,881;0,839;0,862;0,852;0,915;0,766;0,866;10,90;11,77;1479,55;1709,15
"Umarizal : Tv. 14 de Março (Belém , RM Belém)";HDU;--;72,35;78,09;24,00;12,30;0,673;0,808;0,669;0,763;0,789;0,885;0,578;0,782;10,10;11,43;515,36;920,83
"Umarizal : Tv. Dom Romualdo de Seixas / Rua Boaventura da Silva (Belém , RM Belém)";HDU;--;76,67;80,81;16,15;8,50;0,860;0,930;0,895;0,966;0,861;0,930;0,824;0,895;11,68;12,57;2095,41;3263,79
"Umarizal : Vila Pombo / Vila Nova (Belém , RM Belém)";HDU;--;76,11;80,74;16,30;8,60;0,829;0,907;0,851;0,923;0,852;0,929;0,786;0,869;11,38;12,22;1592,61;2504,78
"Universitário / Curió-Utinga : Parque do Utinga / UFPA (Belém , RM Belém)";HDU;--;67,97;70,30;35,30;26,70;0,526;0,641;0,571;0,616;0,716;0,755;0,356;0,565;7,31;8,88;278,75;370,59
"Val-de-Cans : Condomínio Cristal Ville / Vila Naval do Marex (Belém , RM Belém)";HDU;--;76,67;80,81;16,15;8,50;0,860;0,930;0,895;0,966;0,861;0,930;0,824;0,895;11,68;12,57;2095,41;3263,79
"Val-de-Cans : Conjunto Marex / Conjunto Bela Vista (Belém , RM Belém)";HDU;--;76,11;80,74;16,30;8,60;0,829;0,907;0,851;0,923;0,852;0,929;0,786;0,869;11,38;12,22;1592,61;2504,78
"Val-de-Cans : Miramar (Belém , RM Belém)";HDU;--;75,60;79,87;17,30;9,80;0,790;0,881;0,798;0,862;0,843;0,915;0,734;0,866;11,07;11,77;1150,37;1709,15
"Albuquerque / Santa Emília (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,04;70,28;34,20;21,50;0,522;0,634;0,583;0,638;0,701;0,755;0,348;0,530;7,51;8,56;301,18;423,07
"Andrade Araújo / Vila Luz (Belford Roxo , RM do Rio de Janeiro)";HDU;--;68,90;73,04;29,60;16,90;0,589;0,693;0,623;0,666;0,732;0,801;0,449;0,624;8,57;8,95;387,31;505,55
"Bairro das Graças / Centro (Belford Roxo , RM do Rio de Janeiro)";HDU;--;73,58;75,78;19,60;13,00;0,682;0,748;0,694;0,721;0,810;0,846;0,565;0,685;9,66;9,93;600,25;709,30
"Boa Esperança (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,87;75,78;27,30;13,00;0,601;0,748;0,633;0,721;0,748;0,846;0,458;0,685;8,07;9,93;409,80;709,30
"Bom Pastor (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,19;73,57;28,80;16,10;0,582;0,681;0,611;0,677;0,737;0,810;0,438;0,577;8,86;9,29;357,97;540,78
"Bom Pastor / Jardim Redentor (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,46;70,32;33,10;21,40;0,556;0,652;0,595;0,638;0,708;0,755;0,408;0,576;7,80;10,03;324,09;423,38
"Capim Melado / Jardim Patricia / Jardim Amapá (Belford Roxo , RM do Rio de Janeiro)";HDU;--;68,01;72,03;31,70;18,50;0,554;0,665;0,599;0,658;0,717;0,784;0,395;0,569;8,29;8,91;331,88;480,73
"Centro / Areia Branca (Belford Roxo , RM do Rio de Janeiro)";HDU;--;71,10;73,95;24,60;15,60;0,631;0,731;0,668;0,693;0,768;0,816;0,490;0,690;9,33;10,51;509,56;598,34
"Chácara Santo Antonio (Belford Roxo , RM do Rio de Janeiro)";HDU;--;68,01;70,32;31,70;21,40;0,554;0,652;0,599;0,638;0,717;0,755;0,395;0,576;8,29;10,03;331,88;423,38
"Frei Fabiano / Parque Amorim (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,19;73,57;28,80;16,10;0,582;0,681;0,611;0,677;0,737;0,810;0,438;0,577;8,86;9,29;357,97;540,78
"Gláucia / Parque São Bento / Parque Umari (Belford Roxo , RM do Rio de Janeiro)";HDU;--;66,60;70,28;35,40;21,50;0,506;0,634;0,573;0,638;0,693;0,755;0,326;0,530;7,54;8,56;282,17;423,07
"Heliópolis / Jardim América (Belford Roxo , RM do Rio de Janeiro)";HDU;--;68,45;72,78;30,60;17,30;0,582;0,685;0,616;0,662;0,724;0,796;0,443;0,611;8,29;9,69;369,82;491,80
"Heliópolis / São Francisco de Assis (Belford Roxo , RM do Rio de Janeiro)";HDU;--;71,10;74,01;24,60;15,50;0,631;0,726;0,668;0,693;0,768;0,817;0,490;0,677;9,33;10,38;509,56;598,63
"Itaipu (Belford Roxo , RM do Rio de Janeiro)";HDU;--;68,45;72,29;30,60;18,10;0,582;0,679;0,616;0,659;0,724;0,788;0,443;0,604;8,29;9,24;369,82;483,39
"Jardim Almo / Vila Vitório (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,84;73,04;27,30;16,90;0,580;0,693;0,622;0,666;0,747;0,801;0,421;0,624;8,44;8,95;384,96;505,55
"Jardim Dimas Filho (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,04;70,32;34,20;21,40;0,522;0,652;0,583;0,638;0,701;0,755;0,348;0,576;7,51;10,03;301,18;423,38
"Jardim Lisboa / Jardim Brasil (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,46;69,41;33,10;23,00;0,556;0,620;0,595;0,620;0,708;0,740;0,408;0,520;7,80;7,85;324,09;379,99
"Jardim Nova Esperança / Jardim Bom Pastor (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,05;69,41;34,20;23,00;0,533;0,620;0,583;0,620;0,701;0,740;0,371;0,520;7,85;7,85;301,71;379,99
"Jardim Redentor (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,87;73,57;27,30;16,10;0,601;0,681;0,633;0,677;0,748;0,810;0,458;0,577;8,07;9,29;409,80;540,78
"Jardim Santa Maria / Jardim Santa Marta (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,04;69,20;34,20;23,40;0,522;0,627;0,583;0,612;0,701;0,737;0,348;0,546;7,51;7,84;301,18;361,58
"Jardim Tonalegre / Shangrilá (Belford Roxo , RM do Rio de Janeiro)";HDU;--;68,01;71,70;31,70;19,00;0,554;0,669;0,599;0,652;0,717;0,778;0,395;0,591;8,29;9,26;331,88;462,38
"Jardim Tupiara (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,77;72,03;32,30;18,50;0,564;0,665;0,602;0,658;0,713;0,784;0,419;0,569;8,91;8,91;339,41;480,73
"Jardim Xavantes (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,64;70,32;32,70;21,40;0,557;0,652;0,599;0,638;0,711;0,755;0,406;0,576;8,16;10,03;332,13;423,38
"Lote XV / Apollo XI (Belford Roxo , RM do Rio de Janeiro)";HDU;--;71,10;74,01;24,60;15,50;0,631;0,726;0,668;0,693;0,768;0,817;0,490;0,677;9,33;10,38;509,56;598,63
"Luzes (Belford Roxo , RM do Rio de Janeiro)";HDU;--;68,45;73,57;30,60;16,10;0,582;0,681;0,616;0,677;0,724;0,810;0,443;0,577;8,29;9,29;369,82;540,78
"Miguel Couto / Shangrilá (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,04;70,06;34,20;21,90;0,522;0,644;0,583;0,633;0,701;0,751;0,348;0,561;7,51;9,03;301,18;411,36
"Nossa Senhora das Graças / Babi (Belford Roxo , RM do Rio de Janeiro)";HDU;--;66,36;69,41;36,10;23,00;0,503;0,620;0,562;0,620;0,689;0,740;0,328;0,520;7,69;7,85;263,94;379,99
"Nova Aurora / São Jorge (Belford Roxo , RM do Rio de Janeiro)";HDU;--;66,36;70,28;36,10;21,50;0,503;0,634;0,562;0,638;0,689;0,755;0,328;0,530;7,69;8,56;263,94;423,07
"Nova Esperança / Jardim Anápolis (Belford Roxo , RM do Rio de Janeiro)";HDU;--;--;79,58;--;8,60;--;0,837;--;0,835;--;0,910;--;0,772;--;10,78;--;1447,21
"Nova Pian / São Bernardo (Belford Roxo , RM do Rio de Janeiro)";HDU;--;70,73;73,95;25,40;15,60;0,625;0,731;0,659;0,693;0,762;0,816;0,486;0,690;8,90;10,51;481,72;598,34
"Núcleo Colonial São Bento (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,04;70,28;34,20;21,50;0,522;0,634;0,583;0,638;0,701;0,755;0,348;0,530;7,51;8,56;301,18;423,07
"Outeiro / Parque Santa Rita (Belford Roxo , RM do Rio de Janeiro)";HDU;--;68,00;71,70;31,80;19,00;0,549;0,669;0,607;0,652;0,717;0,778;0,380;0,591;8,19;9,26;350,17;462,38
"Parque Alvorada (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,19;73,04;28,80;16,90;0,582;0,693;0,611;0,666;0,737;0,801;0,438;0,624;8,86;8,95;357,97;505,55
"Parque Americano (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,19;73,57;28,80;16,10;0,582;0,681;0,611;0,677;0,737;0,810;0,438;0,577;8,86;9,29;357,97;540,78
"Parque Boa Sorte / Penápolis (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,60;72,29;32,80;18,10;0,537;0,679;0,598;0,659;0,710;0,788;0,364;0,604;7,65;9,24;331,46;483,39
"Parque dos Califas / Parque Jordão / Parque Roseiral (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,56;72,03;32,90;18,50;0,517;0,665;0,598;0,658;0,709;0,784;0,326;0,569;7,82;8,91;329,95;480,73
"Parque Fluminense / Vila Esperança (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,60;70,06;32,80;21,90;0,537;0,644;0,598;0,633;0,710;0,751;0,364;0,561;7,65;9,03;331,46;411,36
"Parque São Bernardo / Vila Joia (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,84;73,04;27,30;16,90;0,580;0,693;0,622;0,666;0,747;0,801;0,421;0,624;8,44;8,95;384,96;505,55
"Parque São Vicente (Belford Roxo , RM do Rio de Janeiro)";HDU;--;71,10;74,01;24,60;15,50;0,631;0,726;0,668;0,693;0,768;0,817;0,490;0,677;9,33;10,38;509,56;598,63
"Parque Veneza / Parque Colonial (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,46;70,32;33,10;21,40;0,556;0,652;0,595;0,638;0,708;0,755;0,408;0,576;7,80;10,03;324,09;423,38
"Pauline (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,04;69,20;34,20;23,40;0,522;0,627;0,583;0,612;0,701;0,737;0,348;0,546;7,51;7,84;301,18;361,58
"Peixoto / Vila Santo Antonio da Prata (Belford Roxo , RM do Rio de Janeiro)";HDU;--;70,73;73,95;25,40;15,60;0,625;0,731;0,659;0,693;0,762;0,816;0,486;0,690;8,90;10,51;481,72;598,34
"Piam / Vila Medeiros (Belford Roxo , RM do Rio de Janeiro)";HDU;--;73,87;75,78;19,10;13,00;0,679;0,748;0,697;0,721;0,815;0,846;0,551;0,685;9,47;9,93;610,65;709,30
"Pian (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,87;75,78;27,30;13,00;0,601;0,748;0,633;0,721;0,748;0,846;0,458;0,685;8,07;9,93;409,80;709,30
"Rocha Sobrinho / Vila Madalena (Belford Roxo , RM do Rio de Janeiro)";HDU;--;73,87;75,78;19,10;13,00;0,679;0,748;0,697;0,721;0,815;0,846;0,551;0,685;9,47;9,93;610,65;709,30
"Santa Amélia / Barro Vermelho (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,46;72,29;33,10;18,10;0,556;0,679;0,595;0,659;0,708;0,788;0,408;0,604;7,80;9,24;324,09;483,39
"Santa Cecília (Belford Roxo , RM do Rio de Janeiro)";HDU;--;73,58;75,78;19,60;13,00;0,682;0,748;0,694;0,721;0,810;0,846;0,565;0,685;9,66;9,93;600,25;709,30
"Santo Antonio da Prata (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,19;72,03;28,80;18,50;0,582;0,665;0,611;0,658;0,737;0,784;0,438;0,569;8,86;8,91;357,97;480,73
"São Bernardo / Santa Helena (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,04;70,28;34,20;21,50;0,522;0,634;0,583;0,638;0,701;0,755;0,348;0,530;7,51;8,56;301,18;423,07
"São Vicente (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,04;69,20;34,20;23,40;0,522;0,627;0,583;0,612;0,701;0,737;0,348;0,546;7,51;7,84;301,18;361,58
"Vergel dos Félix (Belford Roxo , RM do Rio de Janeiro)";HDU;--;68,01;73,95;31,70;15,60;0,554;0,731;0,599;0,693;0,717;0,816;0,395;0,690;8,29;10,51;331,88;598,34
"Vila Heliópolis (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,05;69,20;34,20;23,40;0,533;0,627;0,583;0,612;0,701;0,737;0,371;0,546;7,85;7,84;301,71;361,58
"Vila Herminia Maia (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,84;73,04;27,30;16,90;0,580;0,693;0,622;0,666;0,747;0,801;0,421;0,624;8,44;8,95;384,96;505,55
"Vila Maia / Vila São Sebastião (Belford Roxo , RM do Rio de Janeiro)";HDU;--;66,36;69,20;36,10;23,40;0,503;0,627;0,562;0,612;0,689;0,737;0,328;0,546;7,69;7,84;263,94;361,58
"Vila Medeiros / Jardim Almo (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,19;72,29;28,80;18,10;0,582;0,679;0,611;0,659;0,737;0,788;0,438;0,604;8,86;9,24;357,97;483,39
"Vila Sagres (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,84;73,04;27,30;16,90;0,580;0,693;0,622;0,666;0,747;0,801;0,421;0,624;8,44;8,95;384,96;505,55
"Vila Santa Rita (Belford Roxo , RM do Rio de Janeiro)";HDU;--;69,84;75,78;27,30;13,00;0,580;0,748;0,622;0,721;0,747;0,846;0,421;0,685;8,44;9,93;384,96;709,30
"Vila Santa Teresa / Parque São José (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,77;71,70;32,30;19,00;0,564;0,669;0,602;0,652;0,713;0,778;0,419;0,591;8,91;9,26;339,41;462,38
"Vila Verde (Belford Roxo , RM do Rio de Janeiro)";HDU;--;71,10;74,01;24,60;15,50;0,631;0,726;0,668;0,693;0,768;0,817;0,490;0,677;9,33;10,38;509,56;598,63
"Vila Viçosa / Vilarinho (Belford Roxo , RM do Rio de Janeiro)";HDU;--;68,00;72,78;31,80;17,30;0,549;0,685;0,607;0,662;0,717;0,796;0,380;0,611;8,19;9,69;350,17;491,80
"Wona (Belford Roxo , RM do Rio de Janeiro)";HDU;--;67,56;69,41;32,90;23,00;0,517;0,620;0,598;0,620;0,709;0,740;0,326;0,520;7,82;7,85;329,95;379,99
"Acaba Mundo (Belo Horizonte , RM Belo Horizonte)";HDU;--;66,55;69,87;38,20;24,50;0,531;0,617;0,553;0,627;0,693;0,748;0,390;0,501;8,55;8,52;250,12;396,67
"Acaiaca / Nazareth / Paulo VI (Belo Horizonte , RM Belo Horizonte)";HDU;--;71,01;74,75;26,10;15,70;0,615;0,713;0,630;0,696;0,767;0,829;0,481;0,629;9,77;9,47;402,19;607,85
"Alípio de Melo / Inconfidência / Manacás (Belo Horizonte , RM Belo Horizonte)";HDU;--;75,84;79,94;16,16;8,70;0,805;0,879;0,801;0,881;0,847;0,916;0,768;0,843;11,22;11,51;1167,38;1919,92
"Alpes / Nova Granada / Santa Sofia (Belo Horizonte , RM Belo Horizonte)";HDU;--;72,88;77,08;21,90;12,30;0,652;0,768;0,670;0,741;0,798;0,868;0,518;0,705;10,37;10,50;515,85;805,48
"Alta Tensão 1ª Seção Especial (Belo Horizonte , RM Belo Horizonte)";HDU;--;68,58;73,83;32,30;17,20;0,546;0,685;0,585;0,671;0,726;0,814;0,384;0,589;9,62;9,05;305,00;521,82
"Alto Caiçaras : Monsenhor Messias / Alto Caiçaras (Belo Horizonte , RM Belo Horizonte)";HDU;--;76,36;79,89;15,20;8,80;0,800;0,874;0,834;0,864;0,856;0,915;0,718;0,845;10,58;11,23;1438,16;1730,72
"Alto dos Pinheiros (Belo Horizonte , RM Belo Horizonte)";HDU;--;73,55;76,80;20,50;12,70;0,676;0,764;0,686;0,737;0,809;0,863;0,557;0,701;9,56;10,29;572,83;785,23
"Alto dos Pinheiros / Dom Cabral / João Pinheiro (Belo Horizonte , RM Belo Horizonte)";HDU;--;75,58;79,55;16,60;9,20;0,772;0,831;0,779;0,826;0,843;0,909;0,701;0,764;10,17;9,68;1022,54;1368,23
"Alto Vera Cruz (Belo Horizonte , RM Belo Horizonte)";HDU;--;70,79;72,43;26,60;19,60;0,581;0,682;0,618;0,654;0,763;0,791;0,416;0,612;9,30;9,65;373,35;467,35
"Álvaro Camargos (Belo Horizonte , RM Belo Horizonte)";HDU;--;76,10;80,38;15,70;8,20;0,806;0,890;0,819;0,903;0,852;0,923;0,749;0,846;10,94;11,30;1304,39;2205,47
"Ambrosina (Belo Horizonte , RM Belo Horizonte)";HDU;--;70,02;72,73;28,60;19,10;0,587;0,676;0,608;0,657;0,750;0,796;0,444;0,590;8,96;9,03;352,41;478,20
"Andiroba : Vila Andiroba (Belo Horizonte , RM Belo Horizonte)";HDU;--;66,55;71,33;38,20;21,60;0,531;0,653;0,553;0,632;0,693;0,772;0,390;0,570;8,55;9,43;250,12;408,57
"Aparecida 7ª Seção : Nova Cachoeirinha / Ermelinda (Belo Horizonte , RM Belo Horizonte)";HDU;--;72,73;76,02;22,20;13,80;0,642;0,747;0,665;0,730;0,796;0,850;0,501;0,671;9,52;10,23;501,47;752,06
"Aparecida / Nova Cachoeirinha / Ermelinda (Belo Horizonte , RM Belo Horizonte)";HDU;--;75,21;79,18;17,30;9,60;0,731;0,832;0,755;0,812;0,837;0,903;0,618;0,786;10,32;11,01;878,35;1255,14
"Apolônia / Jardim Leblon (Belo Horizonte , RM Belo Horizonte)";HDU;--;68,58;69,87;32,30;24,50;0,546;0,617;0,585;0,627;0,726;0,748;0,384;0,501;9,62;8,52;305,00;396,67
"Baleia / Saudade / Vera Cruz (Belo Horizonte , RM Belo Horizonte)";HDU;--;74,11;78,54;19,40;10,40;0,701;0,801;0,711;0,774;0,819;0,892;0,592;0,744;10,18;10,30;669,13;986,96
"Bandeirantes : Campus da Pampulha / Lagoa da Pampulha / Zoológico (Belo Horizonte , RM Belo Horizonte)";HDU;--;76,71;80,71;14,60;7,90;0,834;0,905;0,874;0,946;0,862;0,929;0,770;0,843;10,84;11,42;1836,65;2876,27
"Barão Homem de Melo 1ª Seção : Jardim América / Barão Homem de Melo 1ª Seção (Belo Horizonte , RM Belo Horizonte)";HDU;--;66,55;72,35;38,20;19,80;0,531;0,654;0,553;0,650;0,693;0,789;0,390;0,546;8,55;9,12;250,12;458,19
"Barreiro de Baixo / Teixeira Dias (Belo Horizonte , RM Belo Horizonte)";HDU;--;76,71;80,31;14,60;8,30;0,834;0,894;0,874;0,896;0,862;0,922;0,770;0,865;10,84;11,20;1836,65;2116,95
"Barro Preto / Centro / Santa Efigênia (Belo Horizonte , RM Belo Horizonte)";HDU;--;76,85;80,55;14,42;8,10;0,869;0,913;0,917;0,939;0,864;0,926;0,827;0,876;11,11;10,32;2406,20;2761,58
"Beija-flor (Belo Horizonte , RM Belo Horizonte)";HDU;--;70,18;74,49;28,10;16,10;0,577;0,683;0,609;0,686;0,753;0,825;0,418;0,564;9,36;9,79;353,50;569,80
"Beira Linha / Capitão Eduardo / Conjunto Paulo VI (Belo Horizonte , RM Belo Horizonte)";HDU;--;67,63;71,33;35,00;21,60;0,540;0,653;0,572;0,632;0,711;0,772;0,387;0,570;8,67;9,43;281,63;408,57
